Date,close,balance,trade,stock_value,whole_value,Close,Sum
79,,110289.7890904447,,41664.44498779376,151954.23407823846,41.66444498779376,
80,,36832.54902151596,,42626.71942404699,79459.26844556295,42.62671942404699,1022934.9374243774
81,,36832.54902151596,,43450.476288328566,80283.02530984452,43.45047628832857,
82,,36832.54902151596,,47021.69982010919,83854.24884162514,47.02169982010919,
83,,36832.54902151596,,47554.20771466298,84386.75673617894,47.55420771466298,
84,,36832.54902151596,,48011.86946569221,84844.41848720817,48.01186946569221,
85,,56914.080509458254,True,0.0,56914.080509458254,48.28563373517224,1041256.7265828182
86,,56914.080509458254,,0.0,56914.080509458254,45.31072959301825,
87,,56914.080509458254,,0.0,56914.080509458254,43.28153607890902,
88,,56914.080509458254,,0.0,56914.080509458254,42.28033965340271,
89,,56914.080509458254,,0.0,56914.080509458254,42.61877837863025,
90,,15208.504483184473,False,60448.30887514852,75656.81335833299,43.17736348224894,962657.238455921
91,,15208.504483184473,,61511.915558365006,76720.42004154949,43.93708254168929,
92,,15208.504483184473,,64373.65611069442,79582.1605938789,45.9811829362103,
93,,15208.504483184473,,63495.63854271899,78704.14302590347,45.35402753051356,
94,,15208.504483184473,,65499.00668239012,80707.5111655746,46.7850047731358,
95,,16963.73050445201,True,13182.303272449615,30146.033776901626,43.94101090816538,950037.7343478946
96,,16963.73050445201,,13409.998429995165,30373.728934447176,44.69999476665055,
97,,16963.73050445201,,13397.305379245605,30361.035883697616,44.65768459748535,
98,,16963.73050445201,,13094.90855895374,30058.639063405753,43.64969519651247,
99,,16963.73050445201,,12647.821272218845,29611.551776670858,42.159404240729486,
100,,6048.6514309083395,,12850.620836479291,18899.27226738763,42.835402788264304,946346.9846013249
101,,6048.6514309083395,,13282.65195036175,19331.30338127009,44.27550650120583,
102,,6048.6514309083395,,13172.005381364743,19220.656812273082,43.90668460454914,
103,,6048.6514309083395,,13608.16439113612,19656.81582204446,45.36054797045374,
104,,6048.6514309083395,,13692.647445023616,19741.298875931956,45.64215815007872,
105,,62216.58002860882,True,0.0,62216.58002860882,46.91028938037552,1011451.3895489419
106,,62216.58002860882,,0.0,62216.58002860882,46.35185998243891,
107,,62216.58002860882,,0.0,62216.58002860882,46.68406482803936,
108,,62216.58002860882,,0.0,62216.58002860882,47.68080565545437,
109,,62216.58002860882,,0.0,62216.58002860882,50.79364152636527,
110,,82121.79269578932,,0.0,82121.79269578932,49.68895941271423,988786.0451969728
111,,82121.79269578932,,0.0,82121.79269578932,49.214327386027335,
112,,82121.79269578932,,0.0,82121.79269578932,47.58436924688627,
113,,82121.79269578932,,0.0,82121.79269578932,47.94449664860032,
114,,82121.79269578932,,0.0,82121.79269578932,48.20962858162057,
115,,83562.57001884982,,0.0,83562.57001884982,46.65840781963537,942122.2728766946
116,,83562.57001884982,,0.0,83562.57001884982,45.80212726053925,
117,,83562.57001884982,,0.0,83562.57001884982,47.56747152657888,
118,,83562.57001884982,,0.0,83562.57001884982,47.37313342575124,
119,,83562.57001884982,,0.0,83562.57001884982,47.33099980652338,
120,,76131.00465422921,False,9772.612844230165,85903.61749845938,48.86306422115082,990292.8010182047
121,,76131.00465422921,,9542.177467171727,85673.18212140094,47.71088733585864,
122,,76131.00465422921,,9117.323525415282,85248.3281796445,45.58661762707641,
123,,76131.00465422921,,9163.772301400095,85294.7769556293,45.81886150700048,
124,,76131.00465422921,,9058.464644307227,85189.46929853644,45.29232322153614,
125,,72853.98124023322,False,31167.85816888523,104021.83940911845,44.52551166983604,968907.3910646309
126,,72853.98124023322,,30812.880762667668,103666.86200290089,44.01840108952524,
127,,72853.98124023322,,30730.47727360246,103584.45851383568,43.90068181943209,
128,,72853.98124023322,,31574.591136264436,104428.57237649766,45.10655876609205,
129,,72853.98124023322,,31361.57672265902,104215.55796289224,44.80225246094146,
130,,96579.13919108357,False,34252.51771504908,130831.65690613264,42.81564714381135,993319.6659249915
131,,96579.13919108357,,34570.724334697254,131149.86352578082,43.213405418371565,
132,,96579.13919108357,,34352.93431068281,130932.07350176637,42.94116788835351,
133,,96579.13919108357,,33340.118561020856,129919.25775210443,41.67514820127607,
134,,96579.13919108357,,33201.29978623201,129780.43897731559,41.50162473279001,
135,,86994.57500154046,,33922.85848143578,120917.43348297625,42.40357310179473,987806.8174741941
136,,86994.57500154046,,34583.76181685203,121578.33681839249,43.22970227106504,
137,,86994.57500154046,,34182.0966258192,121176.67162735967,42.727620782274,
138,,86994.57500154046,,34460.789670263424,121455.3646718039,43.07598708782928,
139,,86994.57500154046,,33600.72637656622,120595.30137810668,42.00090797070777,
140,,111469.58300703092,,33309.83402050725,144779.41702753818,41.63729252563407,999302.8057603854
141,,111469.58300703092,,33076.63374202526,144546.21674905618,41.34579217753158,
142,,111469.58300703092,,32948.22153479389,144417.8045418248,41.18527691849236,
143,,111469.58300703092,,32618.486096575016,144088.06910360593,40.77310762071877,
144,,111469.58300703092,,31029.106894933113,142498.68990196404,38.78638361866639,
145,,190249.22451958855,,30040.786050723433,220290.01057031198,37.55098256340429,1020509.3492779161
146,,190249.22451958855,,30518.799494480845,220768.0240140694,38.14849936810106,
147,,190249.22451958855,,31529.10532097124,221778.3298405598,39.41138165121405,
148,,190249.22451958855,,31732.12146335723,221981.3459829458,39.66515182919654,
149,,190249.22451958855,,30701.14394816386,220950.3684677524,38.376429935204825,
150,,255751.1955782273,,30220.88958024226,285972.08515846956,37.776111975302825,1022057.4819303309
151,,255751.1955782273,,30375.59278844608,286126.7883666734,37.9694909855576,
152,,255751.1955782273,,30700.00489037397,286451.2004686013,38.37500611296746,
153,,255751.1955782273,,31242.419802046767,286993.6153802741,39.05302475255846,
154,,255751.1955782273,,30749.7645619233,286500.9601401506,38.43720570240413,
155,,298756.053643121,,30580.96989732773,329337.0235404487,38.22621237165966,1023449.6636825704
156,,298756.053643121,,31121.111004081387,329877.16464720236,38.901388755101735,
157,,298756.053643121,,32046.35141791796,330802.4050610389,40.05793927239745,
158,,298756.053643121,,31682.402326709373,330438.45596983033,39.60300290838671,
159,,298756.053643121,,31556.28557792071,330312.3392210417,39.44535697240089,
160,,269124.7916486999,,31352.023660660176,300476.8153093601,39.19002957582522,1021953.4374542264
161,,269124.7916486999,,31858.837125476522,300983.6287741764,39.82354640684565,
162,,269124.7916486999,,32180.19345890218,301304.9851076021,40.22524182362773,
163,,269124.7916486999,,33753.209391402685,302878.00104010256,42.19151173925336,
164,,269124.7916486999,,33081.873724621684,302206.66537332156,41.35234215577711,
165,,173053.82468066455,,32410.960471901682,205464.78515256624,40.513700589877104,1014172.5634900721
166,,173053.82468066455,,32160.385759989156,205214.2104406537,40.200482199986446,
167,,173053.82468066455,,33126.071203112726,206179.89588377727,41.407589003890905,
168,,173053.82468066455,,33087.36322432976,206141.1879049943,41.3592040304122,
169,,173053.82468066455,,33028.64502652895,206082.4697071935,41.28580628316119,
170,,147959.14045046776,,31518.688683661254,179477.82913412902,39.398360854576566,996548.5038825878
171,,147959.14045046776,,31930.377442046345,179889.51789251412,39.912971802557934,
172,,147959.14045046776,,31162.319349954316,179121.45980042208,38.952899187442895,
173,,147959.14045046776,,31014.184616775732,178973.32506724348,38.76773077096966,
174,,147959.14045046776,,31718.40149981775,179677.54195028552,39.64800187477219,
175,,238982.8148126437,,30704.940640205245,269687.7554528489,38.38117580025656,1006620.1071603675
176,,238982.8148126437,,30530.438295567546,269513.2531082112,38.16304786945943,
177,,238982.8148126437,,30402.448610517906,269385.2634231616,38.00306076314738,
178,,238982.8148126437,,29664.066199214438,268646.8810118581,37.08008274901805,
179,,238982.8148126437,,29710.093649857048,268692.9084625007,37.13761706232131,
180,,190036.371763179,,29908.229802520935,219944.60156569994,37.38528725315117,998586.3734935104
181,,190036.371763179,,28811.891485390912,218848.2632485699,36.01486435673864,
182,,190036.371763179,,28588.09046490736,218624.46222808634,35.7351130811342,
183,,190036.371763179,,28160.940141864365,218197.31190504335,35.201175177330455,
184,,190036.371763179,,28899.272600605855,218935.64436378484,36.12409075075732,
185,,182712.3412918387,,28495.28249249192,211207.62378433062,35.6191031156149,980451.2002467997
186,,182712.3412918387,,28571.002424889757,211283.34371672847,35.7137530311122,
187,,182712.3412918387,,27660.613120871767,210372.95441271047,34.57576640108971,
188,,182712.3412918387,,27097.588402526482,209809.9296943652,33.8719855031581,
189,,182712.3412918387,,27415.326174502174,210127.66746634088,34.269157718127715,
190,,184356.1050741366,,28446.57604002839,212802.681114165,35.55822005003549,983280.4849220909
191,,184356.1050741366,,28375.721567530316,212731.82664166694,35.46965195941289,
192,,184356.1050741366,,28057.483209442806,212413.58828357942,35.07185401180351,
193,,184356.1050741366,,27140.190963966525,211496.29603810312,33.925238704958154,
194,,184356.1050741366,,26681.597759004613,211037.70283314123,33.35199719875577,
195,,188662.64295693638,,26063.122862316857,214725.76581925323,32.57890357789607,955347.0925501534
196,,188662.64295693638,,26077.96987333682,214740.6128302732,32.597462341671026,
197,,188662.64295693638,,25671.501634209562,214334.14459114595,32.08937704276195,
198,,188662.64295693638,,25137.367999846865,213800.01095678326,31.42170999980858,
199,,188662.64295693638,,25920.20784761744,214582.85080455383,32.4002598095218,
200,,187206.70741201434,,25870.86440403667,213077.571816051,32.33858050504584,971572.0095590561
201,,187206.70741201434,,24314.59367005396,211521.3010820683,30.39324208756745,
202,,187206.70741201434,,24038.869412490927,211245.57682450526,30.04858676561366,
203,,187206.70741201434,,24374.411619970262,211581.1190319846,30.46801452496283,
204,,187206.70741201434,,21103.225184605148,208309.93259661947,26.379031480756435,
205,,241565.78608184948,,21043.95183422161,262609.7379160711,26.304939792777013,986689.589122656
206,,241565.78608184948,,22990.732060850296,264556.5181426998,28.738415076062868,
207,,241565.78608184948,,21982.959619383033,263548.7457012325,27.47869952422879,
208,,241565.78608184948,,20781.525700331844,262347.3117821813,25.976907125414805,
209,,241565.78608184948,,21125.410271898305,262691.1963537478,26.40676283987288,
210,,288270.35641220136,,22894.293350528777,311164.6497627301,28.61786668816097,960081.6097197507
211,,288270.35641220136,,22838.151542731914,311108.5079549333,28.54768942841489,
212,,288270.35641220136,,22834.288381970582,311104.64479417197,28.54286047746323,
213,,288270.35641220136,,24612.95089667219,312883.30730887357,30.76618862084024,
214,,288270.35641220136,,24767.528399354946,313037.8848115563,30.95941049919368,
215,,261986.97033149283,,24895.979297768365,286882.9496292612,31.119974122210454,948756.3810390909
216,,261986.97033149283,,23548.210267451264,285535.1805989441,29.43526283431408,
217,,261986.97033149283,,25235.8981714785,287222.8685029713,31.544872714348127,
218,,261986.97033149283,,27095.854198909772,289082.8245304026,33.86981774863722,
219,,261986.97033149283,,26634.004651260795,288620.9749827536,33.292505814075994,
220,,283019.53452648624,,29403.196819083474,312422.7313455697,36.75399602385434,976413.8591404676
221,,283019.53452648624,,31165.01885678619,314184.55338327243,38.95627357098274,
222,,283019.53452648624,,30916.91031264736,313936.4448391336,38.6461378908092,
223,,283019.53452648624,,28746.962400370343,311766.4969268566,35.93370300046293,
224,,283019.53452648624,,29004.839481195773,312024.374007682,36.25604935149472,
225,,256498.80275766877,,29086.582874539523,285585.3856322083,36.3582285931744,973487.8632546575
226,,256498.80275766877,,29145.37839250055,285644.18115016934,36.43172299062569,
227,,256498.80275766877,,27900.431190354873,284399.23394802364,34.87553898794359,
228,,256498.80275766877,,28247.09197322811,284745.89473089686,35.30886496653514,
229,,256498.80275766877,,29384.961273635752,285883.7640313045,36.73120159204469,
230,,246505.12954789266,,30234.8373116469,276739.96685953956,37.79354663955863,981614.3041315889
231,,246505.12954789266,,30286.650787027487,276791.78033492016,37.85831348378436,
232,,246505.12954789266,,31292.682497954833,277797.8120458475,39.11585312244354,
233,,246505.12954789266,,31202.396443484737,277707.5259913774,39.00299555435592,
234,,246505.12954789266,,31734.05272580882,278239.1822737015,39.66756590726102,
235,,230265.91523000173,,31457.3978405858,261723.31307058752,39.32174730073225,971775.3897248374
236,,230265.91523000173,,32606.27533453048,262872.1905645322,40.7578441681631,
237,,230265.91523000173,,32715.072858589163,262980.9880885909,40.89384107323645,
238,,230265.91523000173,,32240.103652319776,262506.0188823215,40.30012956539972,
239,,230265.91523000173,,32860.32697982966,263126.24220983137,41.075408724787074,
240,,191402.6748820619,,33494.28621182683,224896.96109388873,41.86785776478354,980723.6004804678
241,,191402.6748820619,,32358.986256521872,223761.66113858376,40.44873282065234,
242,,191402.6748820619,,32184.083202923386,223586.75808498528,40.23010400365423,
243,,191402.6748820619,,32632.407622096573,224035.08250415846,40.79050952762071,
244,,191402.6748820619,,31672.229949483175,223074.90483154508,39.59028743685397,
245,,156519.6685153175,,32465.987605389826,188985.6561207073,40.58248450673728,968504.5816793931
246,,156519.6685153175,,32602.13300699503,189121.8015223125,40.75266625874379,
247,,156519.6685153175,,32133.148978532434,188652.81749384993,40.16643622316554,
248,,156519.6685153175,,33451.95267740148,189971.62119271897,41.81494084675185,
249,,156519.6685153175,,33001.98186519188,189521.65038050938,41.25247733148985,
250,,128501.21537648082,,34434.65099919877,162935.8663756796,43.04331374899846,965896.9215736582
